cond,opponent,n_seeds,score,score_lo,score_hi,pure_winrate,draw_rate,wez_time,damage,surv_time,viol_deck,viol_over_g,viol_total
RL-s8-b200-a1.00,BT-v2,50,0.58,0.44233441768578236,0.7062499664528802,0.6666666666666666,0.52,0.2224999999999999,5.5625,111.72199999999575,0.0,0.03351522525267439,0.045023264074484606
RL-s9-b50-a1.00,BT-v2,50,0.58,0.44233441768578236,0.7062499664528802,0.6481481481481481,0.46,0.32249999999999984,8.0625,113.8519999999956,0.039932353052985675,0.036991196315951935,0.08880705236626672
RL-s14-b100-a1.00,BT-v2,50,0.575,0.43749673187040194,0.7018011282595942,0.6666666666666666,0.55,0.9109999999999991,22.775,110.55749999999584,0.005228785357737103,0.03479521045145324,0.05272411218578279
RL-s15-b175-a1.00,BT-v2,50,0.575,0.43749673187040194,0.7018011282595942,0.6415094339622641,0.47,0.31199999999999983,7.8,109.05199999999584,0.0,0.04719184478881245,0.05305740604019732
RL-s17-b50-a1.00,BT-v2,50,0.57,0.4326718481237096,0.6973394879976201,0.6206896551724138,0.42,0.34999999999999987,8.75,106.447499999996,0.005438476971487426,0.04237277699515876,0.05877124565690269
RL-s14-b75-a1.00,BT-v2,50,0.565,0.4278597138022209,0.6928650983104424,0.6326530612244898,0.51,0.40249999999999986,10.0625,112.8564999999957,0.006285357737104822,0.037408959856913254,0.05484104459645491
RL-s15-b250-a1.00,BT-v2,50,0.565,0.4278597138022209,0.6928650983104424,0.6065573770491803,0.39,0.3279999999999997,8.2,108.75549999999592,0.0,0.03592925158037622,0.04181781268104674
RL-s14-b50-a1.00,BT-v2,50,0.56,0.4230602802165686,0.6883780078874284,0.65,0.6,0.205,5.125,119.18399999999536,0.001114808652246256,0.039585789987701625,0.04877048216740211
RL-s17-b175-a1.00,BT-v2,50,0.555,0.41827350255970164,0.683878261535629,0.5774647887323944,0.29,0.3554999999999998,8.8875,112.47149999999573,0.0,0.032789728620122395,0.039035534019898635
RL-s8-b50-a1.00,BT-v2,50,0.555,0.41827350255970164,0.683878261535629,0.5964912280701754,0.43,0.6959999999999996,17.4,106.38649999999605,0.06639064706537534,0.035233521062566456,0.11803352060630817
RL-s13-b50-a1.00,BT-v2,50,0.55,0.4134993398413393,0.679365900245325,0.6,0.5,0.27849999999999986,6.9625,113.36749999999563,0.0,0.03743689974676016,0.04098495880076657
RL-s15-b200-a1.00,BT-v2,50,0.55,0.4134993398413393,0.679365900245325,0.6041666666666666,0.52,0.2694999999999998,6.7375,112.43599999999569,0.0,0.030940647103556106,0.03554651784186682
RL-s9-b25-a1.00,BT-v2,50,0.55,0.4134993398413393,0.679365900245325,0.5833333333333334,0.4,0.34949999999999987,8.7375,114.1569999999956,0.046446933472709874,0.03526456096206067,0.08871502860119868
RL-s9-b75-a1.00,BT-v2,50,0.55,0.4134993398413393,0.679365900245325,0.5892857142857143,0.44,0.8804999999999995,22.0125,102.42549999999625,0.054228672856251936,0.042096230270000354,0.11335553384844879
RL-s10-b50-a1.00,BT-v2,50,0.545,0.4087377548284537,0.6748409612495441,0.5957446808510638,0.53,0.22649999999999995,5.6625,115.32199999999553,0.0,0.03606998453596798,0.040680575928919556
RL-s8-b175-a1.00,BT-v2,50,0.545,0.4087377548284537,0.6748409612495441,0.6097560975609756,0.59,0.27399999999999985,6.85,112.62549999999564,0.019093178036605648,0.04404018877972521,0.07684278888444301
RL-s12-b25-a1.00,BT-v2,50,0.54,0.4039887139915748,0.6703034780777566,0.5909090909090909,0.56,0.2884999999999999,7.2125,111.68399999999572,0.0,0.049220774244151055,0.06123891225059364
RL-s12-b50-a1.00,BT-v2,50,0.54,0.4039887139915748,0.6703034780777566,0.5740740740740741,0.46,0.4479999999999999,11.2,112.7154999999957,0.026860067161014526,0.03813566769519394,0.07751562470529429
RL-s16-b250-a1.00,BT-v2,50,0.54,0.4039887139915748,0.6703034780777566,0.5952380952380952,0.58,0.34899999999999987,8.725,106.53049999999597,0.0,0.055441195845921644,0.05949563964685195
RL-s17-b100-a1.00,BT-v2,50,0.54,0.4039887139915748,0.6703034780777566,0.5909090909090909,0.56,0.21249999999999997,5.3125,112.6934999999957,0.01565966809703126,0.045927851058624895,0.07008212487604053
RL-s18-b100-a1.00,BT-v2,50,0.54,0.4039887139915748,0.6703034780777566,0.5740740740740741,0.46,0.4514999999999999,11.2875,112.4214999999957,0.024593768096776988,0.03830951082606257,0.07900593576924266
RL-s16-b300-a1.00,BT-v2,50,0.535,0.3992521874567365,0.6657534806039285,0.5714285714285714,0.51,0.24550000000000005,6.1375,112.3499999999957,0.043272432813464504,0.03736043037616871,0.08882675644430484
RL-s18-b75-a1.00,BT-v2,50,0.535,0.3992521874567365,0.6657534806039285,0.5522388059701493,0.33,0.3609999999999997,9.025,111.65649999999576,0.0,0.038016124142232904,0.044799443805051256
RL-s8-b150-a1.00,BT-v2,50,0.515,0.3804307525651404,0.6474288194608588,0.5223880597014925,0.33,0.4224999999999997,10.5625,104.07149999999616,0.06458337646335631,0.047504805463501915,0.12821923342108746
RL-s19-b75-a1.00,BT-v2,50,0.51,0.3757564746886105,0.6428165733287223,0.5172413793103449,0.42,0.2529999999999999,6.325,106.03299999999601,0.0,0.04101881062749557,0.04736498436896014
RL-s11-b25-a1.00,BT-v2,50,0.505,0.3710946066185192,0.6381919173901472,0.5102040816326531,0.51,0.2529999999999999,6.325,113.99299999999563,0.0430815459565487,0.0353686721579521,0.08126245053236696
